name;email;age;salary;isActive
Keira;Keira.Treutel98@yahoo.com;45;false
Scotty;Scotty.Powlowski86@gmail.com;86;false
Saul;Saul.Robel@gmail.com;99;true
Lou;Lou66@hotmail.com;93;true
Marietta;Marietta.Gorczany6@yahoo.com;53;true
Gaylord;Gaylord.OHara50@hotmail.com;55;false
Noel;Noel_Kerluke70@hotmail.com;68;false
Carlos;Carlos.Mueller@hotmail.com;63;false
Golden;Golden79@hotmail.com;24;true
Giovanna;Giovanna_Barton@gmail.com;24;true
Hosea;Hosea.MacGyver84@yahoo.com;85;false
Foster;Foster.Weimann@gmail.com;92;false
Arno;Arno_Reichert30@yahoo.com;59;true
Drake;Drake.Harber@hotmail.com;48;true
Felton;Felton.Schimmel@hotmail.com;33;false
Rogers;Rogers.Borer63@gmail.com;51;true
Brooklyn;Brooklyn.Dicki@hotmail.com;98;false
Franco;Franco.Jakubowski17@hotmail.com;42;true
Myrtis;Myrtis.Nitzsche@yahoo.com;92;false
Alvena;Alvena46@gmail.com;70;true
Sofia;Sofia.Marquardt7@yahoo.com;83;true
Destini;Destini_Schoen@gmail.com;14;true
Derrick;Derrick.Wolf@gmail.com;92;false
Elnora;Elnora_Schulist19@gmail.com;34;false
Gertrude;Gertrude.Kunze1@yahoo.com;14;false
Ethan;Ethan58@yahoo.com;59;true
Kelsie;Kelsie.Krajcik@gmail.com;37;true
Keeley;Keeley.Vandervort@gmail.com;59;false
Troy;Troy.Gibson11@gmail.com;41;true
Marianne;Marianne.Mann63@yahoo.com;40;false
Elouise;Elouise94@yahoo.com;26;false
Cecile;Cecile.Lesch@hotmail.com;65;true
Lorenzo;Lorenzo_Nader33@gmail.com;86;false
Dillon;Dillon90@hotmail.com;55;true
Jadyn;Jadyn.Koepp@gmail.com;49;false
Wade;Wade_Bode@hotmail.com;52;true
Kade;Kade_Cremin@hotmail.com;38;true
Cordell;Cordell4@yahoo.com;70;false
Justine;Justine44@yahoo.com;83;false
Stephania;Stephania16@hotmail.com;55;true
Rachael;Rachael15@gmail.com;42;false
Shemar;Shemar2@gmail.com;27;true
Ottilie;Ottilie.Dach@yahoo.com;18;false
Liliane;Liliane_Skiles@gmail.com;50;true
Itzel;Itzel.Bergstrom@hotmail.com;68;true
Erling;Erling.Thompson79@gmail.com;23;false
Bianka;Bianka_Crooks32@gmail.com;52;true
Kaden;Kaden.Raynor16@hotmail.com;99;true
Shea;Shea73@hotmail.com;70;false
Lyric;Lyric1@yahoo.com;45;false
Mable;Mable_Rodriguez@yahoo.com;100;false
Melvin;Melvin.Hahn@hotmail.com;91;false
Ubaldo;Ubaldo18@gmail.com;20;false
Cordie;Cordie44@yahoo.com;24;false
Maynard;Maynard_Gutkowski25@yahoo.com;21;true
Nyasia;Nyasia_Leuschke@hotmail.com;35;true
Bria;Bria_Leffler@gmail.com;10;true
Lucile;Lucile_Bechtelar@yahoo.com;62;false
Stanton;Stanton98@hotmail.com;71;true
Laron;Laron.Mosciski81@gmail.com;14;false
Cyril;Cyril_Goyette97@yahoo.com;61;true
Cathrine;Cathrine.Wuckert94@hotmail.com;12;false
Arianna;Arianna31@yahoo.com;48;false
Eloisa;Eloisa77@gmail.com;48;true
Ottilie;Ottilie.Grant52@gmail.com;89;true
Sienna;Sienna48@yahoo.com;15;true
Jaylan;Jaylan50@hotmail.com;56;true
Jamar;Jamar.Abshire@yahoo.com;82;true
Nina;Nina45@hotmail.com;20;false
Alden;Alden_Fritsch34@hotmail.com;22;true
Michel;Michel57@gmail.com;77;true
Cornelius;Cornelius_Johnson6@yahoo.com;30;true
Lessie;Lessie_Green@hotmail.com;32;true
Robbie;Robbie85@hotmail.com;18;false
Name;Name_Mayert@gmail.com;19;true
Maude;Maude.Schaefer13@gmail.com;85;false
